source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance services,"The home Member State shall be responsible for the supervision of the independent assurance services providers established in its territory, unless the host Member State decides to supervise the assurance of sustainability reporting carried out by independent assurance services providers in its territory."
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,reportar,high,0,sustainability reporting,sustainability reporting,"If the host Member State decides to supervise the assurance of sustainability reporting carried out in its territory by independent assurance services providers registered in another Member State, the host Member State shall:"
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,certificacao,high,0,independent assurance services provider,independent assurance services provider,"If the host Member State decides to supervise the assurance of sustainability reporting carried out in its territory by independent assurance services providers registered in another Member State, the host Member State shall:"
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance services,"If the host Member State decides to supervise the assurance of sustainability reporting carried out in its territory by independent assurance services providers registered in another Member State, the host Member State shall:"
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,reportar,high,0,sustainability reporting,sustainability reporting,not impose more stringent requirements or liability on such independent assurance services providers than those required for assurance of sustainability reporting by the national laws for the independent assurance services providers or auditors established in that host Member State; and
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,certificacao,high,0,independent assurance services provider,independent assurance services provider,not impose more stringent requirements or liability on such independent assurance services providers than those required for assurance of sustainability reporting by the national laws for the independent assurance services providers or auditors established in that host Member State; and
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,auditoria,high,0,(EU ETS )?(lead )?auditor,auditor,not impose more stringent requirements or liability on such independent assurance services providers than those required for assurance of sustainability reporting by the national laws for the independent assurance services providers or auditors established in that host Member State; and
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,reportar,high,0,sustainability reporting,sustainability reporting,inform other Member States about its decision to supervise the assurance of sustainability reporting carried out by independent assurance services providers established in other Member States.
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,certificacao,high,0,independent assurance services provider,independent assurance services provider,inform other Member States about its decision to supervise the assurance of sustainability reporting carried out by independent assurance services providers established in other Member States.
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance services,inform other Member States about its decision to supervise the assurance of sustainability reporting carried out by independent assurance services providers established in other Member States.
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,reportar,high,0,sustainability reporting,sustainability reporting,"6. Member States shall ensure that where an undertaking is required by Union law to have elements of its sustainability reporting verified by an accredited independent third party, the report of the accredited independent third party is made available either as an annex to the management report or by other publicly accessible means."
32022L2464,Amendments to Directive 2013/34/EU,Article 29d,SINGLE ELECTRONIC REPORTING FORMAT,article,certificacao,low,0,\baccredited\b,accredited,"6. Member States shall ensure that where an undertaking is required by Union law to have elements of its sustainability reporting verified by an accredited independent third party, the report of the accredited independent third party is made available either as an annex to the management report or by other publicly accessible means."
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"1. A Member State shall require that a subsidiary undertaking established in its territory whose ultimate parent undertaking is governed by the law of a third country publish and make accessible a sustainability report covering the information specified in points (a)(iii) to (a)(v), points (b) to (f) and, where appropriate, point (h) of Article 29a(2) at the group level of that ultimate third-country parent undertaking."
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"A Member State shall require that a branch located in its territory, and which is a branch of an undertaking governed by the law of a third country, which is either not part of a group or is ultimately held by an undertaking that is formed in accordance with the law of a third country publish and make accessible a sustainability report covering the information specified in points (a)(iii) to (a)(v), points (b) to (f) and, where appropriate, point (h) of Article 29a(2), at the group level, or, if"
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,2. Member States shall require that the sustainability report communicated by the subsidiary undertaking or branch as referred to in paragraph 1 is drawn up in accordance with the standards adopted pursuant to Article 40b.
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability reporting,sustainability reporting,"By way of derogation from the first subparagraph of this paragraph, the sustainability report referred to in paragraph 1 of this Article may be drawn up in accordance with the sustainability reporting standards adopted pursuant to Article 29b or in a manner equivalent to those sustainability reporting standards, as determined in accordance with an implementing act on the equivalence of sustainability reporting standards adopted pursuant to the third subparagraph of Article 23(4) of Directive 200"
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"Where the information required to draw up the sustainability report referred to in the first subparagraph of this paragraph is not available, the subsidiary undertaking or branch referred to in paragraph 1 shall request the third-country undertaking to provide them with all information necessary to enable them to meet their obligations."
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"In the event that not all the required information is provided, the subsidiary undertaking or branch referred to in paragraph 1 shall draw up, publish and make accessible the sustainability report referred to in paragraph 1, containing all information in its possession, obtained or acquired, and issue a statement indicating that the third-country undertaking did not make the necessary information available."
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability reporting,sustainability reporting,3. Member States shall require that the sustainability report referred to in paragraph 1 is published accompanied by an assurance opinion expressed by one or more person(s) or firm(s) authorised to give an opinion on the assurance of sustainability reporting under the national law of the third-country undertaking or of a Member State.
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance opinion,3. Member States shall require that the sustainability report referred to in paragraph 1 is published accompanied by an assurance opinion expressed by one or more person(s) or firm(s) authorised to give an opinion on the assurance of sustainability reporting under the national law of the third-country undertaking or of a Member State.
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance opinion,"In the event that the third-country undertaking does not provide the assurance opinion in accordance with the first subparagraph, the subsidiary undertaking or branch shall issue a statement indicating that the third-country undertaking did not make the necessary assurance opinion available."
32022L2464,Amendments to Directive 2013/34/EU,Article 40a,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,4. Member States may inform the Commission on an annual basis of the subsidiary undertakings or branches of third-country undertakings that fulfilled the publication requirement laid down in Article 40d and of the cases where a report was published but where the subsidiary undertaking or branch has acted in accordance with the fourth subparagraph of paragraph 2 of this Article. The Commission shall make publicly available on its website a list of the third-country undertakings that publish a sus
32022L2464,Amendments to Directive 2013/34/EU,Article 40b,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability reporting,Sustainability reporting,Sustainability reporting standards for third-country undertakings
32022L2464,Amendments to Directive 2013/34/EU,Article 40b,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability reporting,sustainability reporting,The Commission shall adopt by 30 June 2024 a delegated act in accordance with Article 49 supplementing this Directive to provide for sustainability reporting standards for third-country undertakings that specify the information that is to be included in the sustainability reports referred to in Article 40a.
32022L2464,Amendments to Directive 2013/34/EU,Article 40c,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"Member States shall provide that the branches of third-country undertakings are responsible for ensuring, to the best of their knowledge and ability, that their sustainability report is drawn up in accordance with Article 40a, and that that report is published and made accessible in accordance with Article 40d."
32022L2464,Amendments to Directive 2013/34/EU,Article 40c,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"Member States shall provide that the members of the administrative, management and supervisory bodies of the subsidiary undertakings referred to in Article 40a have collective responsibility for ensuring, to the best of their knowledge and ability, that their sustainability report is drawn up in accordance with Article 40a, and that that report is published and made accessible in accordance with Article 40d."
32022L2464,Amendments to Directive 2013/34/EU,Article 40d,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"1. The subsidiary undertakings and branches referred to in Article 40a(1) of this Directive shall publish their sustainability report, together with the assurance opinion and, where applicable, the statement mentioned in the fourth subparagraph of Article 40a(2) of this Directive, within 12 months of the balance sheet date of the financial year for which the report is drawn up, as provided for by each Member State, in accordance with Articles 14 to 28 of Directive (EU) 2017/1132 and, where relev"
32022L2464,Amendments to Directive 2013/34/EU,Article 40d,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance opinion,"1. The subsidiary undertakings and branches referred to in Article 40a(1) of this Directive shall publish their sustainability report, together with the assurance opinion and, where applicable, the statement mentioned in the fourth subparagraph of Article 40a(2) of this Directive, within 12 months of the balance sheet date of the financial year for which the report is drawn up, as provided for by each Member State, in accordance with Articles 14 to 28 of Directive (EU) 2017/1132 and, where relev"
32022L2464,Amendments to Directive 2013/34/EU,Article 40d,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,reportar,high,0,sustainability report\b,sustainability report,"2. Where the sustainability report together with the assurance opinion and, where applicable, with the statement published in accordance with paragraph 1 of this Article, are not made accessible, free of charge, to the public on the website of the register referred to in Article 16 of Directive (EU) 2017/1132, Member States shall ensure that the sustainability report together with the assurance opinion and, where applicable, with the statement published by the undertakings in accordance with par"
32022L2464,Amendments to Directive 2013/34/EU,Article 40d,REPORTING CONCERNING THIRD-COUNTRY UNDERTAKINGS,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance opinion,"2. Where the sustainability report together with the assurance opinion and, where applicable, with the statement published in accordance with paragraph 1 of this Article, are not made accessible, free of charge, to the public on the website of the register referred to in Article 16 of Directive (EU) 2017/1132, Member States shall ensure that the sustainability report together with the assurance opinion and, where applicable, with the statement published by the undertakings in accordance with par"
32022L2464,Amendments to Directive 2013/34/EU,‘Article 48i,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"1. Until 6 January 2030, Member States shall permit a Union subsidiary undertaking which is subject to Article 19a or 29a and whose parent undertaking is not governed by the law of a Member State to prepare consolidated sustainability reporting, in accordance with the requirements of Article 29a, that includes all Union subsidiary undertakings of such parent undertaking that are subject to Article 19a or 29a."
32022L2464,Amendments to Directive 2013/34/EU,‘Article 48i,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"Until 6 January 2030, Member States shall permit the consolidated sustainability reporting referred to in the first subparagraph of this paragraph to include the disclosures laid down in Article 8 of Regulation (EU) 2020/852, covering the activities carried out by all Union subsidiary undertakings of the parent undertaking referred to in the first subparagraph of this paragraph that are subject to Article 19a or 29a of this Directive."
32022L2464,Amendments to Directive 2013/34/EU,‘Article 48i,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,3. The consolidated sustainability reporting referred to in paragraph 1 of this Article shall be published in accordance with Article 30.
32022L2464,Amendments to Directive 2013/34/EU,‘Article 48i,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,low,0,\breport\b,report,"‘2. The power to adopt delegated acts referred to in Article 1(2), Article 3(13), Articles 29b, 29c and 40b, and Article 46(2) shall be conferred on the Commission for a period of 5 years from 5 January 2023. The Commission shall draw up a report in respect of the delegation of power not later than nine months before the end of the 5-year period. The delegation of power shall be tacitly extended for periods of an identical duration, unless the European Parliament or the Council opposes such exte"
32022L2464,Amendments to Directive 2013/34/EU,‘Article 48i,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,participation in EFRAG’s work at technical level is based on expertise in sustainability reporting and is not conditional on a financial contribution.
32022L2464,Amendments to Directive 2013/34/EU,‘Article 48i,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,Auditing,"The Commission shall also consult the European Environment Agency, the European Union Agency for Fundamental Rights, the European Central Bank, the Committee of European Auditing Oversight Bodies and the Platform on Sustainable Finance established pursuant to Article 20 of Regulation (EU) 2020/852 on the technical advice provided by EFRAG prior to the adoption of delegated acts referred to in Articles 29b and 29c of this Directive. If any of those bodies decide to submit an opinion, they shall d"
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,“sustainability reporting” means sustainability reporting as defined in point (18) of Article 2 of Directive 2013/34/EU of the European Parliament and of the Council (*23).
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"statements made by the persons responsible within the issuer, whose names and functions shall be clearly indicated, to the effect that, to the best of their knowledge, the financial statements prepared in accordance with the applicable set of accounting standards give a true and fair view of the assets, liabilities, financial position and profit or loss of the issuer and the undertakings included in the consolidation taken as a whole and that the management report includes a fair review of the d"
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audited,‘4. The financial statements shall be audited in accordance with the first subparagraph of Article 34(1) and Article 34(2) of Directive 2013/34/EU.
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,management report,management report,The statutory auditor shall deliver the opinion and statement on the management report referred to in points (a) and (b) of the second subparagraph of Article 34(1) and in Article 34(2) of Directive 2013/34/EU.
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,The statutory auditor shall deliver the opinion and statement on the management report referred to in points (a) and (b) of the second subparagraph of Article 34(1) and in Article 34(2) of Directive 2013/34/EU.
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,low,0,\breport\b,report,"The audit report, referred to in Article 28 of Directive 2006/43/EC of the European Parliament and of the Council (*25), signed by the person or persons responsible for carrying out the work set out in Article 34(1) and (2) of Directive 2013/34/EU shall be disclosed in full to the public together with the annual financial report."
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,"The audit report, referred to in Article 28 of Directive 2006/43/EC of the European Parliament and of the Council (*25), signed by the person or persons responsible for carrying out the work set out in Article 34(1) and (2) of Directive 2013/34/EU shall be disclosed in full to the public together with the annual financial report."
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"Where applicable, an assurance opinion on sustainability reporting shall be provided in accordance with point (aa) of the second subparagraph of Article 34(1) and Article 34(2) to (5) of Directive 2013/34/EU."
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance opinion,"Where applicable, an assurance opinion on sustainability reporting shall be provided in accordance with point (aa) of the second subparagraph of Article 34(1) and Article 34(2) to (5) of Directive 2013/34/EU."
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,The assurance report on sustainability reporting referred to in Article 28a of Directive 2006/43/EC shall be disclosed in full to the public together with the annual financial report.
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,The assurance report on sustainability reporting referred to in Article 28a of Directive 2006/43/EC shall be disclosed in full to the public together with the annual financial report.
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,management report,management report,"5. The management report shall be drawn up in accordance with Articles 19, 19a and 20, and Article 29d(1) of Directive 2013/34/EU, and shall include the specifications adopted pursuant to Article 8(4) of Regulation (EU) 2020/852, when drawn up by undertakings referred to in those provisions."
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,management report,management report,"Where the issuer is required to prepare consolidated accounts, the consolidated management report shall be drawn up in accordance with Articles 29 and 29a and Article 29d(2) of Directive 2013/34/EU and shall include the specifications adopted pursuant to Article 8(4) of Regulation (EU) 2020/852, when drawn up by undertakings referred to in those provisions."
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"‘The Commission shall, in accordance with the procedure referred to in Article 27(2) of this Directive, take the necessary decisions on the equivalence of accounting standards under the conditions set out in Article 30(3) of this Directive and on the equivalence of sustainability reporting standards as referred to in Article 29b of Directive 2013/34/EU which are used by third-country issuers. If the Commission decides that the accounting standards or the sustainability reporting standards of a t"
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"In the context of the third subparagraph of this paragraph, the Commission shall also adopt, by means of delegated acts adopted in accordance with Article 27(2a), (2b) and (2c), and subject to the conditions laid down in Articles 27a and 27b, measures that aim to establish general equivalence criteria regarding accounting standards and sustainability reporting standards relevant to issuers of more than one country.’;"
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,‘The criteria that the Commission shall use when assessing the equivalence of sustainability reporting standards used by third-country issuers referred to in the third subparagraph shall at least ensure the following:
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"that the sustainability reporting standards require undertakings to disclose information on environmental, social and governance factors;"
32022L2464,Amendments to Directive 2004/109/EC,Article 2,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"that the sustainability reporting standards require undertakings to disclose information necessary to understand their impacts on sustainability matters, and information necessary to understand how sustainability matters affect their development, performance and position.’;"
32022L2464,Amendments to Directive 2004/109/EC,‘Article 28d,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"After consulting the European Environment Agency and the European Union Agency for Fundamental Rights, ESMA shall issue guidelines in accordance with Article 16 of Regulation (EU) No 1095/2010 on the supervision of sustainability reporting by national competent authorities.’."
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,This Directive establishes rules concerning the statutory audit of annual and consolidated accounts and the assurance of annual and consolidated sustainability reporting.’;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,This Directive establishes rules concerning the statutory audit of annual and consolidated accounts and the assurance of annual and consolidated sustainability reporting.’;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"“statutory auditor” means a natural person who is approved in accordance with this Directive by the competent authorities of a Member State to carry out statutory audits and, where applicable, the assurance of sustainability reporting;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"“statutory auditor” means a natural person who is approved in accordance with this Directive by the competent authorities of a Member State to carry out statutory audits and, where applicable, the assurance of sustainability reporting;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"“audit firm” means a legal person or any other entity, regardless of its legal form, that is approved in accordance with this Directive by the competent authorities of a Member State to carry out statutory audits and, where applicable, the assurance of sustainability reporting;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,audit firm,audit firm,"“audit firm” means a legal person or any other entity, regardless of its legal form, that is approved in accordance with this Directive by the competent authorities of a Member State to carry out statutory audits and, where applicable, the assurance of sustainability reporting;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"“third-country audit entity” means an entity, regardless of its legal form, which carries out audits of the annual or consolidated financial statements, or, where applicable, the assurance of sustainability reporting of a company incorporated in a third country, other than an entity which is registered as an audit firm in any Member State as a consequence of approval in accordance with Article 3;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,audit firm,audit firm,"“third-country audit entity” means an entity, regardless of its legal form, which carries out audits of the annual or consolidated financial statements, or, where applicable, the assurance of sustainability reporting of a company incorporated in a third country, other than an entity which is registered as an audit firm in any Member State as a consequence of approval in accordance with Article 3;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"“third-country auditor” means a natural person who carries out audits of the annual or consolidated financial statements or, where applicable, the assurance of sustainability reporting of a company incorporated in a third country, other than a person who is registered as a statutory auditor in any Member State as a consequence of approval in accordance with Articles 3 and 44;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"“third-country auditor” means a natural person who carries out audits of the annual or consolidated financial statements or, where applicable, the assurance of sustainability reporting of a company incorporated in a third country, other than a person who is registered as a statutory auditor in any Member State as a consequence of approval in accordance with Articles 3 and 44;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"“group auditor” means the statutory auditor(s) or audit firm(s) carrying out the statutory audit of the consolidated accounts or, where applicable, the assurance of consolidated sustainability reporting;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"“group auditor” means the statutory auditor(s) or audit firm(s) carrying out the statutory audit of the consolidated accounts or, where applicable, the assurance of consolidated sustainability reporting;’;"
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,the statutory auditor(s) designated by an audit firm for a particular assurance engagement concerning sustainability reporting as being primarily responsible for carrying out the assurance of sustainability reporting on behalf of the audit firm; or
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,the statutory auditor(s) designated by an audit firm for a particular assurance engagement concerning sustainability reporting as being primarily responsible for carrying out the assurance of sustainability reporting on behalf of the audit firm; or
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,in the case of the assurance of consolidated sustainability reporting at least the statutory auditor(s) designated by an audit firm as being primarily responsible for carrying out the assurance of sustainability reporting at the level of the group and the statutory auditor(s) designated as being primarily responsible at the level of material subsidiaries; or
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,in the case of the assurance of consolidated sustainability reporting at least the statutory auditor(s) designated by an audit firm as being primarily responsible for carrying out the assurance of sustainability reporting at the level of the group and the statutory auditor(s) designated as being primarily responsible at the level of material subsidiaries; or
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,the statutory auditor(s) who sign(s) the assurance report on sustainability reporting referred to in Article 28a;’;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,the statutory auditor(s) who sign(s) the assurance report on sustainability reporting referred to in Article 28a;’;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,“sustainability reporting” means sustainability reporting as defined in point (18) of Article 2 of Directive 2013/34/EU;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,“assurance of sustainability reporting” means the performance of procedures resulting in the opinion expressed by the statutory auditor or audit firm in accordance with point (aa) of the second subparagraph of Article 34(1) and Article 34(2) of Directive 2013/34/EU;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,“assurance of sustainability reporting” means the performance of procedures resulting in the opinion expressed by the statutory auditor or audit firm in accordance with point (aa) of the second subparagraph of Article 34(1) and Article 34(2) of Directive 2013/34/EU;
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certificacao,high,0,conformity assessment (body|bodies),conformity assessment body,“independent assurance services provider” means a conformity assessment body accredited in accordance with Regulation (EC) No 765/2008 of the European Parliament and of the Council (*26) for the specific conformity assessment activity referred to in point (aa) of the second subparagraph of Article 34(1) of Directive 2013/34/EU.
32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance services,“independent assurance services provider” means a conformity assessment body accredited in accordance with Regulation (EC) No 765/2008 of the European Parliament and of the Council (*26) for the specific conformity assessment activity referred to in point (aa) of the second subparagraph of Article 34(1) of Directive 2013/34/EU.
32022L2464,Amendments to Directive 2006/43/EC,‘Article 6,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,"1. Without prejudice to Article 11, a natural person may be approved to carry out a statutory audit only after having attained university entrance or equivalent level, then completed a course of theoretical instruction, undergone practical training and passed an examination of professional competence of university final or equivalent examination level, organised or recognised by the Member State concerned."
